COUNTY_FIPS,STATE,REQUIRED_SPECIALTY,DISEASE,PROVIDER_COUNT,TOTAL_BENEFICIARIES,TOTAL_SERVICES
48493,TX,Cardiology,Heart Disease,1,649,2228.0
48493,TX,Internal Medicine,General Medicine Conditions,2,231,509.0
48497,TX,Cardiology,Heart Disease,2,1376,12539.0
48497,TX,Internal Medicine,General Medicine Conditions,5,716,8312.0
48497,TX,Psychiatry,Mental Health Disorders,1,412,2946.0
48497,TX,Pulmonary,Respiratory Disease,1,256,756.0
48497,TX,Rheumatology,Arthritis,1,769,115716.0
48499,TX,Endocrinology,Diabetes,1,458,1269.0
48499,TX,Oncology,Cancer,1,284,34162.0
48499,TX,Internal Medicine,General Medicine Conditions,6,2253,14616.0
48499,TX,Neurology,Neurological Disorders,1,453,553.0
48499,TX,Psychiatry,Mental Health Disorders,1,42,247.0
48503,TX,Oncology,Cancer,1,1437,364512.0
48503,TX,Internal Medicine,General Medicine Conditions,1,479,20096.0
48505,TX,Psychiatry,Mental Health Disorders,3,117,647.0
